HIJOS;ACTIVIDAD_ECONOMICA;GRADO_APROBADO;HORAS_SEM_TRABAJA;GANANCIA_NETA;MUNICIPIO_NACIMIENTO;NIVEL_EDUCATIVO;ESTRATO_TARIFA;DEPARTAMENTO;SACTISFACCION_INGRESO;SACTISFACCION_SALUD;SACTISFACCION_TRABAJO;ESCALON_VIDA;MATERIAL_PISOS;MATERIAL_TECHO;ESTADO_CIVIL;NIVEL_EDUCACION_PADRE;NIVEL_EDUCACION_MADRE;EDAD
3;4111;10;48;750000;8001;5;1;20;6;10;10;9;6;3;2;1;1;42
0;123;3;48;900000;;3;1;20;7;10;7;7;6;4;5;9;9;20
0;4921;9;60;750000;;4;;20;8;6;8;8;6;4;5;10;10;25
0;123;11;48;900000;47555;5;0;20;8;10;8;10;6;4;2;10;10;25
0;123;8;60;480000;;4;;20;8;10;7;9;7;4;5;10;10;27
0;113;4;48;300000;;3;;20;8;10;10;8;7;4;4;9;9;56
0;8530;13;15;;20621;5;8;20;10;8;10;10;6;4;4;9;9;42
0;123;8;48;800000;;4;;20;7;7;8;8;6;4;5;10;10;22
0;141;6;40;800000;54128;4;;20;9;9;9;10;7;4;5;9;1;23
1;123;8;48;900000;44279;4;;20;6;10;10;8;6;4;2;9;9;38
4;123;3;40;600000;;3;8;20;8;10;10;8;6;4;2;9;1;36
0;123;1;48;600000;47170;3;8;20;10;10;10;7;7;4;6;9;9;58
3;123;1;48;700000;;3;0;20;6;7;9;6;7;4;2;9;1;49
0;141;4;48;600000;;3;;20;8;7;7;6;7;4;2;2;1;47
0;4111;5;48;840000;;3;0;20;8;8;7;8;6;4;2;1;1;38
2;123;11;48;1500000;;5;;20;6;10;10;8;6;4;2;9;1;34
0;141;11;48;800000;;5;0;20;6;10;10;9;6;4;2;10;4;29
0;141;5;36;600000;70670;3;;20;10;10;10;10;6;4;5;9;1;32
1;141;8;48;;;4;0;20;8;10;10;8;6;3;2;1;1;33
3;4921;5;56;800000;20400;3;9;20;7;8;6;7;6;3;6;1;1;34
0;4724;10;24;600000;;5;9;20;7;10;8;9;6;4;5;8;3;18
1;5630;2;50;800000;;7;9;20;8;8;6;7;6;4;2;8;3;33
3;161;3;70;50000;20011;3;9;20;7;8;8;10;6;3;6;10;10;30
1;1104;5;12;20000;54003;3;9;20;99;8;7;7;6;4;2;9;4;36
0;113;2;50;0;;3;9;20;7;8;7;7;7;4;6;1;9;38
0;113;1;35;200000;54498;3;9;20;5;8;6;7;6;4;6;9;9;60
1;123;7;30;500000;70508;4;9;20;6;8;6;7;6;4;6;1;1;22
0;113;1;50;0;20443;3;9;20;4;7;7;7;6;4;6;9;9;61
0;161;9;40;3000000;20443;4;9;20;8;8;8;8;6;4;6;1;1;63
0;123;2;40;;54498;3;9;20;6;9;8;8;6;4;5;9;9;33
1;9700;11;40;;13670;5;1;20;5;5;4;10;6;3;4;9;9;52
0;8621;2;44;;;7;1;20;9;9;10;10;6;3;5;2;2;23
2;127;8;56;1000000;;4;1;20;10;8;7;10;4;3;2;9;9;39
2;1410;3;72;300000;47001;7;1;20;0;5;5;8;6;3;6;1;1;73
2;1030;1;56;;44430;7;1;20;5;10;8;10;6;4;2;4;2;39
0;4723;5;8;;20175;3;1;20;5;2;8;6;6;3;3;10;10;53
2;510;4;84;;20250;9;1;20;10;10;10;9;6;4;2;1;1;34
0;6190;11;30;120000;20001;5;1;20;1;10;0;3;7;4;2;4;2;34
0;161;4;48;0;44874;3;1;20;99;0;0;5;6;4;6;9;9;57
1;7310;2;42;1200000;20001;7;1;20;10;9;10;8;6;4;2;3;9;31
2;8511;1;48;;;7;1;20;10;10;10;9;6;4;2;3;1;30
0;4923;11;30;3000000;;5;1;20;5;3;6;10;4;3;6;9;9;54
2;4520;2;105;;;9;1;20;10;10;10;10;6;3;6;3;3;29
2;4781;5;4;100000;20011;3;1;20;10;10;10;10;6;4;4;10;10;42
0;1104;3;10;40000;73483;3;1;20;0;9;0;9;6;4;3;9;9;51
1;3311;6;48;300000;68081;4;1;20;10;10;10;10;6;4;2;9;1;55
0;4921;11;50;400000;;5;1;20;5;9;7;7;6;4;5;1;1;21
1;126;5;48;;;11;2;20;5;5;10;5;4;1;2;1;1;47
1;9602;11;60;700000;;5;2;20;10;10;10;10;4;3;4;9;9;27
1;1081;11;50;600000;;5;2;20;5;4;4;4;6;3;2;1;1;27
1;6190;3;60;500000;20001;10;2;20;10;10;10;10;6;3;4;2;2;41
1;9511;1;42;320000;47245;7;2;20;10;10;10;10;6;3;1;2;2;55
0;4773;5;48;;;11;2;11;8;6;4;10;4;1;1;2;4;36
0;6820;5;30;;15425;3;3;11;10;10;10;5;4;1;6;10;9;63
2;5511;11;48;;;5;2;11;7;6;7;6;4;1;2;10;9;47
2;4290;5;48;840000;;3;3;11;6;8;6;8;4;1;6;10;10;64
1;8521;5;40;0;;13;4;11;4;10;9;8;4;1;6;8;8;38
0;8890;5;40;;;11;2;11;7;5;5;7;4;1;2;8;3;31
0;6412;1;48;;;13;3;11;10;10;8;10;4;1;5;2;2;33
2;4711;11;60;98;;5;3;11;5;8;5;5;2;1;2;10;8;41
2;7110;6;10;3000000;;11;4;11;8;10;10;10;4;1;2;2;2;39
0;7310;5;40;;;11;4;11;7;9;7;7;2;4;6;8;8;35
1;6412;2;40;;25779;13;5;11;10;7;10;9;2;1;6;2;2;49
0;2394;5;48;;;11;3;11;9;8;8;7;4;1;2;8;8;31
2;4921;5;40;300000;;11;3;11;9;8;8;8;4;1;6;4;4;39
1;4921;11;40;;;5;2;11;8;8;8;7;4;1;2;2;4;25
0;3110;11;40;;;5;2;11;9;8;8;7;4;1;6;4;2;62
2;9411;5;40;;;11;5;11;8;9;8;8;4;1;6;8;8;37
0;7500;3;40;;;10;3;11;9;7;8;7;4;1;5;1;4;27
2;6421;1;40;4000000;;13;6;11;9;7;10;10;4;1;6;8;8;63
1;3511;1;48;;52001;13;3;11;7;9;8;7;4;1;2;1;1;48
1;9700;2;24;480000;;3;2;11;6;5;7;7;4;1;3;1;1;68
2;127;2;50;;;13;6;11;9;9;10;9;4;1;6;8;8;48
2;4723;2;48;;;7;2;11;7;9;10;8;4;1;6;1;1;38
1;5229;3;48;;;7;6;11;7;8;8;8;4;1;4;8;4;53
2;9499;1;60;;68001;13;4;11;8;8;8;7;4;1;5;2;2;50
1;5619;11;40;820000;;5;2;11;6;8;7;6;6;3;2;2;4;34
0;8414;2;60;;;13;6;11;10;8;8;7;4;1;6;8;8;38
2;8422;3;48;;;7;3;11;8;7;10;9;4;1;6;1;1;49
1;4620;8;48;850000;;4;3;11;8;10;10;8;4;1;2;1;1;58
1;6820;8;48;;25772;4;3;11;9;9;10;8;4;1;2;1;1;63
1;4771;11;50;3000000;;5;4;11;10;7;8;8;4;1;6;2;2;42
2;8020;2;40;1000000;;9;3;11;8;10;7;8;4;1;4;4;6;60
0;6820;5;48;1000000;;11;3;11;8;9;8;9;4;1;5;1;1;42
2;8622;3;40;4000000;;13;5;11;8;10;9;9;4;1;6;8;8;50
0;4511;4;55;;;13;6;11;7;7;7;8;2;1;6;8;4;54
0;5511;11;72;;;5;2;11;9;9;9;6;4;1;5;10;4;34
1;4721;5;48;850000;;11;1;11;99;6;6;6;4;1;3;8;2;55
0;7730;5;36;7000000;5001;11;6;11;8;10;8;8;4;1;5;8;8;34
0;6910;2;40;20000000;;13;6;11;8;10;9;9;2;1;6;8;8;54
2;4512;11;40;300000;54001;5;6;11;8;8;8;6;4;1;6;2;2;71
1;4724;12;48;;;5;3;11;8;4;8;7;4;1;4;1;1;50
2;8610;5;48;;;11;3;11;8;8;9;7;4;1;6;6;2;52
0;5611;5;30;;15723;3;3;11;7;8;9;9;4;1;5;1;1;58
0;1410;3;60;2500000;25513;9;3;11;8;7;10;8;4;1;5;1;2;49
0;4390;12;50;;;5;3;11;7;8;8;9;4;1;2;4;4;34
0;4631;3;40;2800000;;9;3;11;9;8;7;7;3;1;5;2;4;31
1;8413;5;40;;;11;3;11;8;10;10;9;4;1;6;6;2;54
2;4741;3;45;;;13;6;11;9;8;7;10;4;1;6;8;4;44
0;8610;2;40;;15176;9;3;11;7;8;8;10;4;1;5;2;2;37
2;4511;3;85;3800000;68001;7;3;11;10;7;10;10;4;3;6;10;1;49
2;6810;1;48;6000000;68684;13;4;11;7;8;8;8;4;1;6;2;3;60
0;9511;5;48;800000;;11;3;11;4;10;9;10;5;1;5;10;10;47
2;6412;4;50;;;13;5;11;5;8;8;9;4;1;4;8;4;47
0;4921;11;40;;15757;5;3;11;9;7;6;7;4;1;6;2;2;56
2;610;1;40;;15759;13;3;11;10;10;10;10;4;1;6;2;3;57
0;8560;5;50;98;68001;13;6;11;8;8;8;8;2;1;4;8;4;45
0;8010;9;48;;23001;4;2;11;5;4;10;8;4;1;5;3;2;42
0;4111;9;48;;25426;4;2;11;5;8;7;10;4;1;5;1;1;46
0;7110;3;48;;;9;3;11;10;9;9;8;4;1;5;2;2;31
2;4111;11;40;;;5;2;11;2;10;5;8;4;1;5;10;4;36
0;4775;5;60;600000;73001;3;2;11;10;9;9;7;6;4;5;2;9;49
2;4663;2;48;;73483;7;2;11;7;7;8;8;4;1;4;1;1;48
2;4711;11;48;;41551;5;2;11;6;9;8;10;5;1;5;10;2;26
0;4773;3;72;400000;76243;3;2;11;0;3;3;6;6;1;5;1;1;66
4;4921;11;84;;25580;5;2;11;4;7;7;6;4;1;2;9;9;41
1;5630;11;42;;;5;2;11;0;10;5;6;5;5;5;10;8;29
0;4799;3;48;98;;7;2;11;3;9;7;8;5;1;6;2;2;36
0;5613;11;48;;;5;2;11;10;10;10;9;4;1;2;2;6;22
0;4111;11;48;;;5;2;11;8;10;9;9;5;5;5;4;2;30
0;4729;2;72;370000;;7;2;11;6;9;7;8;6;4;5;4;3;22
1;1089;1;60;;13654;3;2;11;99;5;0;8;4;1;4;2;2;52
0;4771;5;20;800000;73152;3;2;11;4;6;7;9;4;1;2;2;2;55
0;5611;3;56;;;7;3;11;8;10;8;6;4;1;5;9;9;30
2;161;9;48;;;4;2;11;5;7;5;7;6;3;2;3;1;22
1;161;2;48;0;15842;3;2;11;10;0;8;6;6;3;6;10;10;59
2;141;4;46;;;3;2;11;10;10;10;10;4;4;2;10;10;55
2;113;7;60;800000;15861;4;2;11;8;6;10;9;6;1;2;2;2;26
0;4921;11;48;;;5;2;11;10;9;9;10;4;3;2;1;1;43
0;9609;5;40;1000000;;11;0;11;8;10;8;9;6;2;5;8;8;26
2;5611;3;6;320000;;3;1;11;99;7;8;9;6;3;4;1;1;51
2;4921;11;48;;;5;1;11;6;9;9;5;6;4;2;1;1;57
0;5619;3;35;200000;25181;3;1;11;6;8;8;8;6;3;2;1;1;61
3;141;9;48;750000;;4;1;11;9;8;7;8;6;2;1;1;1;24
3;5611;11;20;;76109;5;0;11;6;8;6;8;6;4;3;3;2;33
0;3600;5;40;;;3;1;11;8;9;10;9;4;4;2;1;1;57
2;161;5;42;500000;15183;3;1;11;6;9;10;10;6;4;2;10;10;28
2;141;4;48;;;3;1;11;10;10;10;10;6;4;2;9;1;36
1;3520;5;48;;15172;3;2;11;10;10;10;10;4;4;2;10;10;47
0;5813;6;50;99;5756;11;0;11;8;8;7;8;4;3;5;1;1;73
2;3290;1;35;1000000;73861;8;1;11;9;8;9;7;4;4;2;4;2;22
3;1410;7;57;800000;;4;1;11;9;8;9;9;6;4;6;1;1;43
1;113;5;8;500000;;3;1;11;5;5;5;7;6;4;6;10;10;64
0;121;3;48;;;7;1;11;8;10;8;7;4;4;5;2;1;24
2;113;5;48;500000;;3;1;11;9;9;9;7;4;3;6;10;10;51
1;5611;5;20;;;3;0;11;99;7;3;10;6;4;2;10;1;36
1;4752;4;90;450000;;3;0;11;9;8;7;9;6;4;2;10;10;22
3;4111;5;48;200000;;3;0;11;4;7;7;8;6;4;2;1;1;35
2;8121;11;40;;;5;1;11;9;8;9;8;6;4;2;1;1;46
0;150;1;90;;;3;1;11;99;8;7;6;6;4;3;10;10;69
0;113;5;30;50000;;3;1;11;10;10;6;10;6;4;6;10;10;52
0;141;7;35;150000;;4;1;11;7;8;8;5;6;4;2;1;1;60
1;161;4;30;150000;;3;1;11;10;10;10;10;7;4;6;10;10;58
1;113;5;48;;;3;1;11;7;7;7;7;6;4;1;1;2;36
2;4711;2;48;300000;;7;1;11;10;10;10;10;6;4;5;10;1;34
0;4799;2;10;400000;;3;1;11;5;6;10;10;4;4;6;1;1;67
2;4923;9;80;500000;;4;1;11;7;7;7;9;6;3;2;1;1;28
1;8010;11;60;;;5;0;11;8;7;8;8;6;4;2;1;1;36
5;144;5;40;600000;;3;0;11;9;8;0;8;6;4;6;1;1;55
1;4111;11;60;;15238;5;1;11;6;9;8;10;4;4;6;1;2;26
0;141;2;14;300000;;3;1;11;3;10;8;9;6;3;5;1;1;50
2;4921;11;10;;;5;1;11;3;9;8;9;4;4;4;1;2;35
2;113;11;48;500000;;5;0;11;9;8;9;7;6;2;2;1;1;35
1;161;2;48;;;3;0;11;6;7;4;4;6;3;2;10;1;26
0;141;11;48;200000;;5;0;11;4;7;7;7;6;3;5;1;1;57
0;161;2;48;150000;25386;3;1;11;7;5;4;8;6;4;4;1;1;75
2;4711;11;20;160000;25407;5;1;11;8;8;7;5;6;3;6;1;9;32
1;1040;11;48;;;5;2;25;7;10;10;6;6;1;5;4;2;27
4;113;3;24;;;3;1;25;7;10;10;10;6;2;6;1;1;45
5;113;9;48;160000;;4;2;25;5;8;8;5;7;3;6;10;10;48
4;125;5;48;;;3;2;25;9;7;10;10;4;3;6;10;1;57
2;4752;5;21;500000;15368;3;2;25;10;8;10;10;6;1;6;9;9;45
0;2392;2;12;0;15272;3;1;25;3;3;4;3;6;3;6;10;9;69
0;2395;9;48;850000;;4;2;25;5;8;9;10;6;3;5;3;4;19
1;141;10;56;;15244;5;2;25;8;10;8;6;6;3;2;10;10;25
1;141;5;56;;25513;3;3;25;9;9;9;10;6;3;6;9;9;50
0;141;5;56;;25862;3;3;25;10;10;10;10;6;3;5;10;10;21
0;141;5;70;;25372;3;3;25;8;10;10;5;6;3;4;10;2;51
1;141;2;85;;25326;3;3;25;10;5;10;10;6;3;1;10;10;52
1;141;11;56;;25126;5;3;25;10;8;10;10;6;3;6;2;1;54
1;161;4;24;;15189;3;2;25;5;7;7;7;6;4;2;9;9;71
1;162;2;48;;;3;2;25;7;9;8;8;4;4;6;9;9;53
1;4761;11;48;;25785;5;2;25;7;6;5;7;4;4;6;2;1;53
0;125;11;1;;;5;2;25;8;6;7;7;4;3;2;1;2;49
1;9602;1;9;600000;15047;7;2;25;6;6;6;7;4;3;2;2;2;57
2;9319;3;40;8000000;68276;7;2;25;8;7;6;7;4;2;6;2;2;41
1;141;11;56;0;;5;2;25;7;8;8;7;6;4;2;10;10;60
1;9700;2;30;400000;25785;7;2;25;7;8;8;8;6;2;4;1;1;33
1;141;5;40;1100000;25899;3;2;25;8;8;8;8;4;3;6;1;1;57
0;4111;5;38;800000;;3;2;25;7;9;7;7;6;4;4;1;1;34
1;4111;11;35;950000;;5;2;25;8;7;8;8;4;2;2;1;1;26
0;141;2;52;;76111;3;2;25;8;8;8;7;4;4;2;1;1;49
0;161;5;30;800000;;3;2;25;8;7;5;8;4;3;5;1;1;28
3;8121;11;32;0;;5;2;25;6;8;6;6;6;2;4;10;1;28
1;9499;7;48;;68001;4;2;25;7;7;9;8;6;3;6;1;1;61
0;141;5;30;1100000;;3;2;25;8;7;9;8;6;3;6;1;1;60
0;161;3;50;;;3;2;25;8;8;8;7;6;2;4;9;9;69
0;121;11;56;;25299;5;2;25;8;8;8;7;6;2;2;1;1;44
2;162;8;70;;;4;2;25;7;7;5;7;4;3;2;2;2;36
0;4775;2;60;;25295;9;2;25;7;5;8;8;4;4;5;1;2;27
1;4923;11;60;500000;;5;2;25;8;8;9;7;4;1;1;4;4;26
0;161;1;120;600000;;3;2;25;8;6;8;4;4;3;6;10;10;73
0;4792;3;48;;;10;3;18;9;10;10;8;4;4;2;4;4;44
0;8610;5;40;;;11;3;18;10;10;10;10;4;1;4;2;2;42
0;4921;11;48;;;5;2;18;7;7;8;8;4;4;6;3;1;52
0;8424;11;48;;;5;2;18;8;8;8;8;4;4;5;2;1;29
1;1089;11;56;;18592;5;2;18;9;9;8;7;6;4;4;9;9;50
0;4773;5;48;;;11;2;18;8;6;8;8;4;4;5;2;3;46
2;7500;5;48;;;3;2;18;6;7;10;8;6;4;4;1;1;54
1;8412;5;40;;;13;2;18;8;8;8;9;4;4;6;4;4;45
0;8610;3;44;;18029;7;2;18;4;8;8;8;6;4;6;1;1;46
1;4520;6;50;950000;;4;3;18;6;7;6;7;6;4;2;1;1;53
2;4921;6;56;1000000;;4;1;18;8;8;7;8;6;4;2;3;4;29
1;4111;8;35;950000;;4;2;18;7;6;7;7;6;4;2;1;1;21
0;161;3;30;700000;73504;3;1;18;5;6;6;7;6;4;6;9;1;64
2;5511;11;40;;18460;5;1;18;7;8;8;8;6;4;4;1;2;31
1;4111;5;48;;18150;3;1;18;8;8;6;7;6;4;2;1;1;37
2;4111;9;56;1300000;41551;4;1;18;7;7;7;7;6;4;6;1;1;46
1;1410;5;20;300000;11001;3;1;18;6;7;7;8;6;4;4;4;1;50
3;161;4;50;750000;41770;3;1;18;7;8;6;8;7;4;2;4;1;40
4;8130;2;56;1200000;18753;3;1;18;7;7;7;8;7;4;2;2;9;50
0;2511;5;48;1200000;;3;2;18;8;9;8;6;6;4;4;2;1;50
3;3312;11;56;1200000;66075;5;2;18;8;7;7;8;4;4;6;9;1;41
3;5619;4;25;400000;86757;3;0;18;7;7;6;7;7;4;2;4;1;41
1;4921;5;60;;25394;3;1;18;4;7;6;9;4;4;2;3;1;54
2;2511;5;48;1200000;;3;1;18;5;8;8;8;6;4;4;1;1;41
1;4711;2;48;;76001;3;1;18;8;8;8;8;6;4;2;1;2;31
2;8521;5;40;;;11;2;18;7;8;7;8;4;4;2;4;1;39
3;8121;5;20;300000;63470;3;1;18;6;8;6;9;6;4;4;3;1;31
1;8530;5;30;;18460;13;2;18;8;8;8;8;4;4;6;2;3;54
2;4111;2;35;900000;41524;3;2;18;7;6;7;7;6;4;6;1;1;70
1;1081;6;35;950000;18460;4;2;18;7;7;8;8;6;4;3;1;1;49
3;4921;5;72;;;3;2;18;8;6;6;8;4;4;2;1;1;43
0;8121;5;35;400000;41770;3;1;18;6;6;6;8;6;4;3;1;1;72
5;4921;5;45;1050000;;3;1;18;6;8;7;7;6;4;6;1;1;46
0;4111;1;25;1000000;76147;3;1;18;7;6;7;7;4;4;6;9;2;67
0;4542;11;42;;;5;1;18;7;8;8;8;5;4;5;1;3;22
1;1410;5;30;900000;;3;1;18;6;8;8;8;6;4;4;1;1;51
0;8790;2;24;400000;;3;1;18;5;5;6;6;6;4;5;1;3;38
0;8513;5;48;;63130;11;3;18;6;8;7;9;6;4;4;10;10;65
1;9700;5;20;200000;18150;3;;18;5;7;7;8;6;4;4;10;10;49
0;4620;11;48;1800000;;5;2;18;7;9;7;9;4;4;2;10;10;30
3;5611;3;56;;;3;2;18;8;8;8;8;6;4;5;9;9;60
1;8422;2;56;;18460;9;2;18;8;8;9;8;6;4;5;2;1;50
2;6190;11;56;;;5;2;18;9;8;8;8;4;4;2;1;2;33
2;6190;5;56;100000;18860;11;2;18;9;8;8;8;4;4;2;2;2;27
0;4773;5;56;;;11;3;18;8;9;7;8;4;1;5;2;1;43
3;9700;11;48;500000;;5;1;18;6;8;7;9;6;4;5;10;10;34
3;141;11;48;4000000;;5;3;18;7;8;8;8;4;1;6;10;10;68
1;4631;11;56;2200000;41306;5;3;18;7;7;8;8;4;3;4;1;2;53
0;2511;9;56;;;4;2;18;7;8;7;8;4;1;5;4;3;23
0;4921;5;56;1000000;;3;2;18;8;8;8;7;6;4;3;1;1;54
1;4773;5;56;900000;;3;2;18;8;7;9;7;6;4;2;2;1;66
2;4111;11;56;1200000;41078;5;1;18;8;8;6;8;6;4;6;1;1;54
1;4542;11;20;500000;;5;2;18;7;9;6;9;4;4;5;10;10;53
0;4921;3;48;500000;18753;3;1;18;8;7;7;9;6;4;2;1;9;44
0;161;5;10;400000;18460;3;1;18;6;7;7;9;6;4;5;9;1;57
2;8422;11;120;;73268;5;3;18;8;8;8;9;4;4;6;10;10;44
1;5611;3;56;;;3;1;18;8;8;8;8;6;4;4;1;1;60
2;5613;11;56;850000;86573;5;2;18;8;7;7;8;6;4;4;2;1;49
1;4111;10;48;;5051;5;1;18;7;9;6;8;6;1;2;10;10;27
2;141;1;60;1000000;63190;3;1;18;4;0;5;6;4;4;4;10;1;60
2;5511;2;40;;;7;2;18;1;10;10;5;6;4;6;2;10;43
1;141;2;50;;18256;3;8;18;7;7;8;7;6;4;2;1;1;37
0;161;5;48;700000;;3;1;18;9;10;9;10;4;4;6;10;10;51
1;141;11;20;1000000;;5;8;18;9;8;7;10;6;4;4;10;10;48
1;141;5;52;;41524;3;8;18;8;10;8;6;6;4;2;10;10;30
1;141;3;30;1600000;;3;1;18;6;8;7;8;6;4;6;9;9;63
0;141;5;40;300000;18410;3;1;18;8;9;8;8;6;4;2;2;1;37
2;141;11;40;400000;;5;1;18;2;5;3;4;7;4;2;9;9;37
0;141;2;28;700000;41020;3;1;18;5;9;8;7;6;4;6;1;10;84
0;8413;1;40;;18001;13;1;18;7;9;10;8;4;1;2;2;1;47
0;3900;11;45;;25596;5;1;18;2;7;9;9;6;4;4;4;9;55
2;141;5;60;;18094;3;1;18;8;6;8;8;6;4;2;1;1;22
2;141;7;30;500000;;4;1;18;5;10;8;8;6;4;3;10;4;34
3;8513;11;15;;73067;5;1;18;9;8;7;9;6;4;4;1;2;39
2;113;3;20;200000;18860;3;1;18;8;8;8;8;5;4;6;1;1;52
0;122;4;60;1000000;;3;8;18;10;10;10;10;6;4;3;2;1;59
5;113;2;60;;;3;1;18;10;10;10;10;6;4;2;1;1;39
1;141;11;30;1200000;41797;5;1;18;7;6;8;8;6;4;6;1;1;55
1;141;5;35;2600000;;3;1;18;8;7;7;9;6;4;6;1;1;74
2;4620;1;48;2000000;;10;2;41;9;9;9;10;4;3;2;10;10;45
5;5619;6;40;400000;;4;1;41;6;7;7;8;7;4;5;9;9;56
3;8121;11;12;100000;76520;5;1;41;3;6;6;5;4;4;4;9;3;49
2;4723;11;60;5000000;;5;2;41;9;9;9;9;6;4;4;1;1;49
1;4711;11;50;450000;;5;2;41;4;7;7;3;4;4;4;1;2;49
0;4921;3;40;450000;;3;1;41;4;6;6;4;6;4;4;10;10;71
1;8621;2;48;;18860;7;1;41;7;8;8;7;6;4;2;2;3;44
3;8121;5;60;800000;41319;3;1;41;7;7;7;9;4;3;4;9;1;43
1;2511;5;40;700000;;3;1;41;2;8;2;2;6;4;2;2;1;35
2;4210;5;20;700000;;3;1;41;5;8;8;2;4;5;6;2;2;41
0;4921;6;40;450000;;4;1;41;3;9;4;3;6;4;5;2;3;19
2;4111;6;60;900000;;4;1;41;8;8;8;8;6;4;2;9;9;37
2;8121;7;30;550000;;4;1;41;5;9;2;6;4;4;5;2;1;45
2;1040;3;48;;;3;1;41;6;7;7;6;6;4;2;2;2;44
1;9700;7;30;;;4;1;41;5;7;6;6;6;4;2;2;2;49
0;8790;5;30;500000;;3;4;41;7;8;8;9;4;1;5;10;10;63
0;4210;7;48;;25815;4;2;41;9;7;7;10;4;1;2;10;10;57
2;2012;4;48;;;3;1;41;7;5;4;6;6;4;2;1;9;44
0;5619;11;60;1200000;;5;1;41;7;10;9;8;6;4;4;2;1;33
5;8121;8;30;520000;;4;2;41;4;8;7;1;6;4;4;1;1;39
2;8412;5;48;;41676;11;2;41;10;10;10;10;6;4;5;2;4;31
0;4771;11;24;150000;52019;5;3;41;7;4;5;4;4;1;3;1;1;55
3;161;5;18;50000;;3;1;41;3;8;2;4;6;4;2;2;1;33
2;123;8;49;;;4;1;41;5;10;8;6;6;4;6;2;1;37
1;4723;9;18;;;4;1;41;8;10;8;3;6;4;4;2;1;23
2;161;5;45;400000;;3;1;41;0;5;0;10;6;4;4;2;1;31
1;123;7;45;150000;;4;1;41;1;9;3;5;6;4;2;1;2;37
1;9602;4;72;400000;19130;3;1;41;5;10;10;4;6;4;6;1;1;33
0;4723;11;63;;;5;1;41;5;10;5;10;6;4;4;2;1;24
0;145;5;20;350000;;3;1;41;4;5;5;7;6;4;4;1;1;54
2;123;3;45;400000;41668;3;1;41;3;6;4;6;6;4;6;10;1;45
1;161;6;49;500000;;4;9;41;3;9;7;10;6;4;2;1;1;25
0;4923;6;16;;41013;4;1;41;0;6;10;7;4;4;6;1;1;62
1;161;5;45;;;3;1;41;4;9;3;4;6;4;1;1;1;21
2;123;5;27;100000;;3;1;41;7;10;10;5;6;4;6;1;1;25
1;145;2;7;100000;19100;3;1;41;5;3;3;7;6;4;6;9;9;45
0;161;11;10;1000000;;5;1;41;10;7;8;7;6;4;4;1;1;40
3;123;2;45;400000;;3;1;41;10;10;10;10;6;4;2;1;10;39
0;161;2;40;600000;41359;3;1;41;8;9;9;10;6;4;6;1;1;52
3;123;5;45;400000;;3;1;41;7;10;9;10;7;4;6;9;1;35
2;161;3;40;2000000;86569;3;1;41;10;10;10;10;6;4;4;1;9;50
2;123;3;45;;;3;1;41;4;9;5;7;6;4;2;10;10;33
0;123;2;40;200000;19355;3;1;41;5;9;5;7;5;4;5;9;10;40
0;4711;2;45;50000;41206;3;1;41;5;10;10;8;6;4;2;1;1;70
2;123;5;45;400000;52694;3;1;41;5;8;5;6;6;4;2;10;10;44
1;161;5;45;500000;19622;3;1;41;0;5;7;6;6;4;4;10;10;50
2;161;2;45;700000;52694;3;1;41;10;10;10;10;7;4;6;1;10;33
1;123;4;45;700000;73555;3;1;41;6;10;8;7;6;4;2;1;1;33
2;123;5;55;700000;52694;3;1;41;6;10;8;8;6;4;6;1;1;36
2;123;5;32;200000;25181;3;1;41;6;5;8;7;6;4;3;1;1;69
1;123;4;40;1000000;;3;1;41;0;5;10;7;4;4;6;2;2;42
2;113;5;45;;;3;1;41;7;10;8;2;6;4;2;10;10;34
2;161;3;45;200000;;3;1;41;3;2;7;6;6;4;6;10;10;50
1;161;5;50;;17042;3;1;41;7;10;10;10;6;4;2;1;1;61
2;123;4;48;500000;19100;3;1;41;10;8;9;10;6;4;2;1;1;72
1;123;5;65;300000;18094;3;1;41;0;10;10;5;6;4;2;1;3;52
1;123;5;40;;;3;1;41;5;10;10;10;7;4;2;10;1;28
2;121;3;45;;;3;1;41;6;10;8;10;6;4;2;1;1;31
1;123;3;30;700000;;3;1;41;6;7;7;7;6;4;4;1;9;51
0;161;3;20;300000;41006;3;1;41;4;4;6;6;6;4;4;1;9;62
0;161;5;16;40000;;3;0;41;0;0;0;2;6;4;4;1;9;57
0;141;2;40;300000;41006;13;1;41;7;8;10;9;6;4;2;1;1;73
0;122;5;50;700000;;3;1;41;7;5;8;5;4;4;6;1;1;55
1;123;2;40;900000;;3;2;41;10;10;8;8;6;4;6;1;9;56
1;123;2;42;;41396;8;2;41;8;10;9;10;4;1;4;1;1;44
0;123;1;60;280000;5756;3;;41;7;8;8;4;7;4;3;9;9;61
1;141;6;20;1000000;;11;1;41;10;10;10;10;4;4;3;9;9;75
3;5613;3;48;650000;41206;3;1;41;6;9;6;8;6;4;6;10;10;61
1;123;2;50;500000;5306;3;1;41;4;8;6;4;5;4;6;1;1;57
3;123;3;48;600000;;3;1;41;5;5;8;7;7;4;2;1;1;34
0;4111;5;48;1000000;;3;3;15;4;8;8;8;4;1;6;10;9;61
2;4921;11;10;826000;15516;5;1;15;7;8;7;7;4;2;2;10;9;41
1;5511;11;48;;;5;2;15;7;7;7;7;4;3;5;2;2;28
