HIJOS;ACTIVIDAD_ECONOMICA;GRADO_APROBADO;HORAS_SEM_TRABAJA;GANANCIA_NETA;MUNICIPIO_NACIMIENTO;NIVEL_EDUCATIVO;ESTRATO_TARIFA;DEPARTAMENTO;SACTISFACCION_INGRESO;SACTISFACCION_SALUD;SACTISFACCION_TRABAJO;ESCALON_VIDA;MATERIAL_PISOS;MATERIAL_TECHO;ESTADO_CIVIL;NIVEL_EDUCACION_PADRE;NIVEL_EDUCACION_MADRE;EDAD
0;5619;3;80;500000;63401;3;1;63;6;10;6;8;6;4;5;9;9;53
0;4111;1;48;800000;15466;3;2;63;0;5;0;7;4;3;2;9;10;55
2;4631;7;70;800000;11001;4;1;63;7;10;9;8;4;3;6;10;10;52
0;122;2;10;500000;25040;3;3;63;5;4;10;8;6;4;3;1;9;83
2;123;11;48;150000;63130;5;0;63;7;8;8;8;6;3;6;1;1;47
0;141;5;56;;52001;3;1;63;7;10;7;10;5;4;2;9;9;44
1;123;5;40;300000;73001;3;2;63;5;10;5;5;6;4;2;2;2;55
0;122;5;40;200000;;3;0;63;7;8;5;7;6;4;4;1;1;84
0;123;5;40;;52001;3;1;63;5;10;8;7;4;4;6;9;1;61
2;123;5;48;;5543;3;2;63;8;10;8;8;7;4;2;9;9;34
0;161;5;40;600000;63130;10;2;63;9;8;9;9;4;3;5;1;1;66
0;122;9;48;;63001;4;0;63;0;10;5;2;4;1;5;1;1;48
2;161;5;50;600000;50313;3;0;63;9;8;8;10;6;4;6;1;1;50
0;161;3;40;828000;76828;3;0;63;8;9;9;9;4;2;2;1;1;59
1;122;5;50;;18592;3;0;63;8;8;9;10;5;2;2;1;1;51
1;123;7;45;180000;73616;4;0;63;8;8;8;9;5;4;2;1;1;26
0;4729;11;70;1000000;;5;0;63;7;7;7;8;6;4;5;1;1;30
1;123;5;48;0;;3;0;63;8;9;9;8;6;4;2;1;2;48
0;121;9;30;500000;;4;0;63;10;10;10;10;6;4;2;1;1;51
0;3110;3;30;99;66682;3;0;63;8;5;8;7;4;2;4;1;1;67
1;123;3;40;600000;5576;3;4;63;8;9;8;8;4;2;6;1;1;67
1;5511;3;40;500000;;6;2;63;9;9;9;8;4;1;4;1;1;37
2;5511;3;48;;;3;2;63;7;9;8;10;5;3;2;10;10;40
1;121;11;48;;17001;5;1;63;8;8;7;10;4;3;2;10;1;29
0;5511;11;40;230000;;5;2;63;2;8;3;5;4;3;5;10;9;49
0;121;7;48;;95015;4;1;63;5;9;10;7;6;3;1;10;10;30
0;122;5;20;;;3;1;63;10;10;10;5;6;2;5;10;10;34
0;5511;5;48;;73504;3;0;63;10;10;10;10;4;2;2;10;10;63
0;141;10;98;;25513;5;4;63;5;10;10;10;4;3;6;1;1;36
1;141;9;20;;;4;9;63;9;9;9;10;4;3;2;10;10;25
0;123;3;48;;;3;9;63;10;10;10;10;4;2;1;10;10;24
2;145;5;48;;50223;3;9;63;10;10;10;10;4;3;2;10;2;36
0;141;5;48;;5001;3;9;63;10;10;10;10;4;2;4;10;10;50
1;141;8;55;;63272;4;1;63;10;7;10;8;4;3;2;1;1;26
0;141;2;48;;5059;3;9;63;10;10;10;10;4;3;2;10;10;64
0;9329;9;48;;76670;4;9;63;10;10;10;8;4;3;2;10;10;50
1;6810;3;48;;17174;3;5;63;10;10;10;7;4;3;2;10;10;50
1;122;11;48;;11001;5;2;63;9;9;8;10;4;2;2;4;4;37
2;123;6;60;;76403;4;9;63;10;10;10;10;6;3;2;10;10;45
0;4111;5;48;800000;;3;2;63;8;10;10;10;4;3;5;10;9;43
1;3110;6;45;500000;63212;4;2;63;7;10;8;7;4;3;2;9;9;37
1;8810;8;24;160000;;4;2;63;5;7;9;10;4;3;4;2;1;54
1;145;3;60;;8001;9;1;63;9;10;10;8;4;2;2;4;3;32
2;4754;1;48;;66682;7;3;63;8;8;10;10;4;3;2;1;1;40
0;4330;9;50;350000;63212;4;2;63;4;4;4;4;6;3;4;1;1;53
0;122;5;45;460000;76113;3;1;63;3;7;0;3;6;2;4;9;3;37
0;141;3;40;;66440;3;9;63;9;10;10;9;4;2;5;9;1;50
0;9700;9;40;;73268;4;2;63;8;7;7;6;4;3;4;2;2;69
0;161;11;48;200000;76275;5;2;63;5;10;10;8;4;2;5;1;1;51
1;127;5;50;2000000;66001;11;1;63;7;9;10;8;4;2;6;4;2;71
1;123;5;65;;66682;3;2;63;5;8;10;7;4;3;6;9;9;56
0;161;11;52;;;5;2;63;7;7;7;7;6;2;2;9;9;67
3;123;8;50;;;4;1;63;1;1;3;2;6;2;2;1;1;50
1;121;2;40;;;3;2;63;10;10;10;10;5;2;2;9;9;51
0;161;4;40;;15322;3;2;63;7;7;6;7;5;4;2;9;9;50
0;161;5;4;;63470;3;2;63;9;7;5;8;5;3;2;10;10;41
1;161;11;48;;;5;2;63;7;9;10;7;4;2;2;1;1;24
1;141;5;65;828500;5059;3;2;63;8;8;7;7;4;3;2;9;1;49
1;141;3;50;;17653;3;2;63;9;9;8;8;6;4;6;9;9;40
2;141;5;48;;66594;3;2;63;8;9;10;7;6;2;2;10;10;31
0;6820;11;15;500000;;5;1;73;8;10;9;8;4;4;6;1;1;62
0;5630;11;24;600000;;5;2;73;3;8;3;3;6;4;5;4;4;28
0;1081;11;56;750000;73504;5;1;73;7;7;7;8;6;4;5;1;1;47
1;141;5;35;500000;;3;1;73;8;6;7;8;6;4;2;3;3;44
0;4722;3;35;620000;;3;1;73;6;8;6;6;6;4;5;3;3;37
1;4721;5;48;250000;73555;3;1;73;8;10;10;8;6;4;5;9;9;48
0;8523;1;22;;;7;1;73;4;7;8;8;6;4;5;10;9;62
0;123;3;35;98;;3;1;73;6;8;8;7;6;4;4;1;1;77
0;122;4;48;1500000;;3;1;73;6;9;6;8;6;4;4;10;10;53
1;123;5;48;1300000;;3;2;73;7;9;6;7;4;4;6;10;10;70
1;121;8;48;;63130;4;2;73;10;10;10;10;6;3;2;1;2;34
0;141;1;48;;;3;2;73;7;9;8;8;4;4;2;10;10;38
0;123;4;48;;;3;2;73;8;7;8;7;4;3;2;10;10;56
0;4330;5;20;600000;;3;2;73;9;10;7;6;6;4;5;1;1;55
0;8423;5;48;;;11;1;73;10;10;10;10;4;4;2;1;1;28
0;8544;5;48;1000000;;11;2;73;5;6;6;10;6;4;2;2;3;35
2;4721;1;30;600000;;3;1;73;4;4;6;7;6;4;2;1;1;57
3;111;5;36;;;3;2;73;6;8;7;10;6;4;2;1;1;63
0;111;4;48;;;3;1;73;7;7;8;7;6;4;6;10;1;68
2;112;2;40;600000;;3;1;73;8;6;7;6;6;4;6;1;2;40
3;161;3;24;300000;;3;1;73;10;10;10;10;6;4;6;1;1;46
2;4390;2;30;;;3;1;73;9;8;8;9;6;4;6;9;1;58
3;8130;5;48;500000;73671;3;0;73;6;4;4;6;6;4;2;1;1;32
2;161;2;20;400000;;3;1;73;8;9;9;7;6;4;2;9;9;50
2;111;5;48;380000;;3;;73;10;9;10;10;6;4;2;2;2;27
0;141;7;70;;23678;4;1;73;7;9;10;8;6;3;2;10;1;49
2;113;6;40;500000;;4;2;73;5;8;5;4;6;4;2;1;9;43
1;141;2;40;;;3;1;73;4;7;7;2;6;3;4;10;10;43
2;4520;5;72;700000;11001;3;2;73;7;7;8;8;6;4;2;10;1;60
0;811;5;30;5000000;50001;3;2;73;10;10;10;10;6;3;4;9;9;52
1;141;3;60;;25320;3;1;73;8;8;8;9;6;3;2;9;10;63
0;8424;5;40;;;11;3;73;9;9;10;9;4;3;4;10;2;62
0;141;5;48;;15572;3;1;73;8;8;8;9;4;3;6;2;2;58
1;311;4;60;500000;;3;1;73;5;8;7;6;6;4;2;9;9;65
1;3511;2;48;;;7;1;73;8;9;9;7;6;3;1;3;3;31
2;8413;11;48;;;5;1;73;7;7;7;7;6;4;2;1;2;43
0;312;3;50;400000;;3;1;73;7;8;7;8;6;4;4;9;9;58
0;1513;3;8;50000;25086;3;1;73;3;8;5;7;6;3;3;10;9;73
1;141;5;48;;23555;3;8;73;10;10;10;7;6;4;6;4;2;56
2;141;3;48;;;3;1;73;8;9;9;7;6;3;2;9;9;42
0;141;2;48;;;3;1;73;9;8;9;9;4;4;2;1;1;57
2;141;3;72;;17380;3;1;73;5;10;7;5;6;4;2;10;9;34
0;141;2;48;;;3;1;73;9;8;6;9;6;4;6;1;10;61
0;7210;11;48;;;5;1;73;7;8;7;7;6;4;6;1;1;61
2;141;7;52;;;4;1;73;6;10;8;6;6;4;4;9;9;50
3;141;6;48;;;4;1;73;8;8;8;7;6;4;2;9;1;29
0;4390;6;48;;;4;1;73;8;9;9;7;6;4;2;9;9;25
1;141;5;48;;15104;3;1;73;10;10;10;7;4;4;2;1;1;25
0;141;3;48;;;3;1;73;8;10;10;7;6;4;6;9;9;52
0;141;7;48;;41298;4;1;73;10;10;10;8;4;4;5;1;1;27
0;141;2;60;;17444;3;1;73;9;9;8;9;6;4;6;9;9;71
0;141;3;48;;;3;1;73;8;10;9;7;6;4;2;10;10;20
0;6910;5;48;2500000;25513;11;2;73;7;8;9;7;4;4;2;4;4;51
0;722;5;28;1000000;;3;1;73;7;9;8;7;6;4;4;9;9;46
1;141;2;50;;25320;3;1;73;8;9;9;8;6;4;2;10;10;59
0;141;4;50;;17867;3;1;73;7;7;8;7;6;4;4;9;9;60
0;141;5;50;1500000;11001;11;1;73;7;8;8;8;4;4;2;4;3;43
0;141;1;52;;;3;1;73;10;7;10;7;6;4;2;10;10;64
0;8530;2;48;;;13;3;17;10;9;9;8;5;2;5;2;8;46
1;4711;3;48;;;3;2;17;6;6;6;7;5;2;5;10;1;42
1;4774;11;66;;;5;2;17;0;8;10;10;4;1;6;1;2;36
0;8530;11;48;;;5;3;17;8;7;8;8;2;3;5;10;10;53
3;123;4;40;;;3;2;17;8;10;9;9;4;1;2;9;1;34
2;4711;11;35;300000;;5;1;17;8;10;10;10;4;3;4;9;4;41
1;5611;8;63;;;4;1;17;8;10;10;10;6;4;5;9;9;33
1;4210;6;40;;17662;4;1;17;9;1;8;9;6;4;2;1;10;26
2;5611;3;48;;25572;3;1;17;99;8;9;9;6;4;2;10;10;30
0;4111;3;48;150000;41524;3;1;17;6;2;8;1;6;3;6;1;1;56
0;141;11;52;;;5;1;17;9;9;8;8;6;4;2;1;1;23
3;4210;2;48;;17662;3;1;17;7;7;8;9;6;4;2;10;10;51
1;141;8;52;;5390;4;1;17;8;8;7;8;5;4;2;1;1;22
2;121;11;48;;17662;5;1;17;8;9;8;8;6;4;2;10;10;40
1;141;2;40;600000;;3;1;17;8;7;8;8;6;4;6;2;1;42
3;121;3;50;;17662;3;1;17;8;8;8;9;4;4;2;1;1;26
1;121;3;48;700000;;3;1;17;8;8;7;8;6;4;2;10;10;40
1;161;5;50;800000;17486;3;1;17;7;8;8;8;6;4;6;10;1;68
1;121;5;48;450000;;3;1;17;8;8;8;9;6;4;2;1;1;32
3;127;1;40;400000;;3;1;17;8;8;8;8;6;4;2;9;9;48
2;141;3;50;800000;17662;3;1;17;9;8;8;7;6;4;6;9;2;33
2;121;3;48;800000;17662;3;1;17;9;8;9;9;6;4;4;10;10;64
2;161;1;40;650000;;3;1;17;8;7;8;9;6;4;2;10;10;54
3;161;2;40;300000;;3;1;17;8;8;8;9;6;4;2;10;1;48
1;141;11;48;;;5;1;17;9;9;9;8;6;4;2;9;1;26
2;121;6;48;800000;5756;4;1;17;8;8;7;9;6;4;2;10;10;28
2;141;3;48;600000;;3;1;17;8;8;9;9;4;4;6;10;10;38
2;121;5;50;;;3;1;17;6;8;9;9;6;4;2;10;1;31
0;4711;4;10;50000;;3;1;17;9;9;8;9;6;4;5;10;10;51
3;141;2;48;;17380;3;1;17;7;9;8;9;6;4;6;10;10;42
2;113;5;52;750000;;3;1;17;7;8;8;8;7;4;2;1;1;31
1;4711;11;50;250000;;5;2;17;5;9;6;8;4;3;5;1;1;27
1;4721;3;8;;66001;3;2;17;10;10;10;9;4;4;4;1;1;46
3;6820;11;24;;;5;1;17;0;10;10;10;6;4;6;10;10;54
3;121;6;44;;5789;4;1;17;9;10;10;9;6;4;2;9;1;27
2;9329;5;44;;17616;3;4;17;5;10;10;10;6;2;6;1;2;42
0;6810;3;60;700000;66001;3;4;17;5;10;8;9;4;3;4;10;10;62
0;8413;3;42;;66001;13;4;17;7;9;9;8;4;1;4;3;3;54
0;8130;11;5;0;76041;5;3;17;10;10;10;10;4;2;6;9;9;63
0;123;3;50;;66400;3;9;17;3;2;5;2;6;2;2;10;10;44
0;4512;11;40;2000000;66682;5;2;17;10;10;10;10;6;3;2;10;10;51
4;123;1;50;;76147;3;9;17;3;10;6;5;6;4;4;10;1;47
0;121;5;48;880000;5361;3;9;17;10;10;10;10;6;4;2;1;1;28
0;121;3;30;400000;17877;3;1;17;5;7;8;6;6;4;4;10;10;76
2;144;11;42;0;66001;5;2;17;10;10;10;10;4;4;4;10;3;29
4;113;3;45;;;3;2;17;5;8;5;8;6;4;6;10;10;62
0;123;2;40;;73870;3;2;17;10;10;10;10;6;3;6;10;3;47
1;123;2;45;;5361;3;9;17;5;5;5;5;6;3;2;10;1;58
2;123;2;40;500000;27660;3;2;17;5;7;8;6;6;4;6;10;10;59
2;123;6;60;800000;76243;4;2;17;5;3;10;5;6;4;2;10;4;28
1;123;5;45;;;3;2;17;7;10;10;10;6;2;6;10;10;66
4;123;5;40;;66400;3;2;17;7;10;8;10;4;4;6;1;2;46
0;123;2;60;500000;17877;3;2;17;7;5;10;10;6;1;4;9;10;59
0;9329;3;32;;;3;2;17;10;10;10;10;6;2;4;10;9;44
0;123;1;8;1000000;;3;3;17;7;10;10;10;5;2;6;10;10;61
0;9329;3;8;880000;76147;10;3;17;7;7;9;7;4;2;1;2;3;53
0;4530;11;45;;;5;5;66;10;10;10;10;4;3;3;1;1;74
0;6810;11;30;;;5;3;66;8;10;10;10;4;1;4;3;1;59
1;5611;12;54;;11001;5;3;66;3;9;7;6;4;1;6;1;8;25
2;9602;11;40;800000;;5;3;66;10;10;10;10;4;1;4;2;2;37
0;9311;5;48;1600000;;11;3;66;10;10;10;10;4;3;5;2;2;31
0;4659;11;56;;66045;5;3;66;8;10;10;8;4;1;6;2;2;58
0;7911;3;24;3000000;;10;6;66;8;6;8;8;4;1;4;2;3;69
1;7120;5;40;;;11;4;66;5;10;10;10;4;1;4;2;2;43
2;144;5;40;4000000;17174;11;6;66;9;9;8;9;4;1;3;8;8;45
0;6190;1;40;1500000;76834;13;6;66;5;8;5;7;4;1;6;4;4;51
2;8621;3;18;4000000;;13;4;66;5;10;4;7;4;1;2;8;8;37
2;4620;4;12;;66400;3;1;66;5;4;3;3;4;3;2;10;10;57
3;4111;5;55;5000000;17001;11;6;66;10;5;10;10;4;1;6;4;2;54
1;8424;5;40;;;11;4;66;10;10;10;10;4;3;3;4;2;47
0;4723;5;48;;63001;3;2;66;9;9;9;10;4;3;6;1;1;57
0;7210;5;40;1600000;;11;5;66;10;10;10;10;4;1;6;4;4;36
1;8621;5;42;;;11;2;66;5;10;10;10;4;1;6;2;2;32
2;9602;9;6;500000;5001;4;2;66;5;0;10;5;4;1;6;2;4;36
1;4631;11;75;1000000;17088;5;2;66;9;8;9;10;4;3;6;2;2;54
2;121;3;70;;76020;3;1;66;9;9;9;10;4;3;2;1;2;40
4;4761;5;32;100000;;3;2;66;10;8;7;8;4;3;2;1;2;35
1;5613;2;49;350000;;3;5;66;4;5;6;5;4;3;4;1;1;70
0;8610;11;12;;73283;5;4;66;6;10;9;8;4;1;5;1;2;24
2;4111;3;50;12000000;;3;3;66;10;10;10;10;4;3;6;9;9;56
3;4520;5;70;800000;;3;1;66;6;6;8;8;6;3;2;2;2;22
4;4111;3;60;;66594;3;2;66;7;8;8;9;6;3;2;1;1;61
3;5229;12;30;650000;;5;2;66;5;8;7;7;4;3;2;1;1;30
2;8610;2;50;;27001;7;1;66;7;10;9;10;6;3;4;2;2;54
1;4761;3;48;;;7;2;66;9;9;9;10;6;1;6;4;3;42
1;9609;5;12;828116;;3;1;66;4;9;8;10;4;3;2;10;10;60
2;4792;3;30;1200000;;7;6;66;9;9;9;9;4;1;4;2;2;52
2;8010;11;12;;;5;2;66;6;8;7;8;4;1;2;8;4;27
2;8790;11;12;780000;66440;5;2;66;5;10;10;10;4;1;4;10;10;44
1;145;11;48;;;5;2;66;9;9;9;9;4;3;2;2;2;25
2;8530;5;40;;;11;3;66;8;7;8;7;4;3;2;3;3;41
1;8010;3;48;;;7;3;66;10;9;8;10;4;3;2;2;2;36
0;9200;6;48;800000;63470;4;3;66;8;7;7;8;4;3;6;1;1;55
2;4330;11;40;500000;76109;5;3;66;7;7;7;8;4;3;6;2;9;41
2;5611;5;10;;17001;3;2;66;7;9;9;10;4;3;4;10;10;49
2;6511;5;48;1384000;;11;5;66;7;8;9;10;4;3;6;4;4;43
0;5611;5;48;2000000;52001;11;6;66;8;8;8;7;4;1;5;4;4;35
1;4773;11;48;;66687;5;5;66;8;9;10;9;4;3;6;1;2;39
0;5530;11;25;500000;;5;4;66;6;8;7;7;4;1;6;1;1;60
2;1410;11;48;;;5;1;66;6;10;8;8;4;3;6;1;9;34
1;4771;9;40;800000;;4;1;66;9;9;9;8;4;1;4;1;1;54
1;5611;5;25;;5002;3;4;66;6;9;8;8;4;1;2;10;1;54
0;123;1;40;600000;;3;1;66;8;4;8;8;6;4;3;10;10;82
0;123;5;60;700000;76147;3;1;66;5;9;8;4;6;4;4;10;10;42
0;123;1;20;120000;;3;2;66;5;9;8;8;6;4;3;10;10;67
3;123;9;40;;;4;2;66;6;10;10;7;6;4;6;1;1;33
1;123;5;46;;;3;9;66;8;8;9;8;5;2;2;10;10;53
0;123;5;48;;76147;3;2;66;7;8;9;7;6;2;2;1;1;35
4;123;8;50;;73001;4;2;66;10;10;10;8;6;4;2;10;1;31
2;123;5;48;;5697;3;2;66;8;10;9;8;4;2;1;1;10;21
0;123;5;40;;73319;3;2;66;8;4;8;8;6;4;4;10;10;59
0;123;2;70;1000000;5576;3;2;66;10;10;10;10;5;4;2;10;10;53
0;123;2;48;;66687;3;2;66;6;8;8;8;5;2;6;10;10;60
2;123;4;50;;76054;3;2;66;8;10;10;6;5;2;2;10;10;49
0;123;3;40;;;3;1;66;8;6;8;8;6;2;5;9;1;59
0;122;9;40;300000;;4;2;66;4;10;8;9;5;2;4;2;2;57
1;123;2;40;600000;;3;1;66;8;8;9;9;6;4;6;10;10;72
2;123;3;48;;;3;1;66;10;10;10;10;6;2;6;10;10;68
1;123;5;48;;;3;2;66;6;8;7;8;6;2;4;1;1;37
3;121;5;54;;;3;2;66;8;8;10;9;6;2;2;10;10;35
1;5629;2;30;;63130;9;2;66;6;8;7;7;6;2;4;1;2;25
3;122;2;48;;;3;2;66;8;9;8;9;6;4;2;10;1;49
1;122;5;51;;66400;3;3;66;8;10;10;8;5;2;2;1;1;49
1;123;5;48;;;3;2;66;10;10;10;10;5;4;6;10;10;55
2;161;3;40;900000;;3;2;66;8;8;10;10;6;2;2;10;10;39
0;123;5;48;;;3;1;66;10;5;10;5;6;3;6;9;10;62
0;161;6;60;;76246;4;2;66;10;10;10;10;4;1;4;4;2;57
1;123;5;50;350000;;3;2;66;10;9;10;10;6;2;6;1;1;70
2;123;4;50;;73616;3;2;66;9;9;9;10;6;1;6;10;9;46
0;123;2;50;;66687;3;1;66;10;10;10;10;5;2;2;9;1;66
3;123;2;60;;66383;3;1;66;10;10;10;10;4;1;2;1;1;49
0;4520;7;60;800000;;4;2;66;8;8;10;10;4;3;6;9;9;64
0;4210;3;20;;;3;2;66;10;10;10;10;4;3;5;10;10;66
1;123;5;61;;76828;3;2;66;6;6;10;9;4;3;6;10;10;49
0;123;2;24;560000;;3;1;66;7;5;10;6;5;2;4;10;3;70
0;123;7;50;;;4;1;66;6;8;10;8;5;3;6;9;1;49
1;123;3;48;;5138;3;1;66;1;10;5;4;6;4;6;10;10;63
0;123;3;50;;;9;9;66;4;10;8;7;4;2;2;1;2;32
1;123;1;50;;;3;1;66;8;9;9;8;4;1;2;1;1;51
1;123;11;50;;;5;9;66;6;10;9;7;5;4;1;10;10;28
1;123;4;68;;66572;3;1;66;6;10;10;6;4;3;6;10;9;24
3;123;3;58;;66383;3;2;66;6;10;7;8;6;4;2;10;1;48
0;4781;2;2;35000;;3;;66;4;3;5;7;5;2;5;10;10;70
1;123;5;48;500000;5282;3;1;66;4;10;7;8;5;4;2;1;10;45
1;123;4;60;;17513;3;1;66;8;7;8;8;4;7;2;1;2;54
2;150;5;55;;17050;3;1;66;9;8;9;9;4;2;2;2;1;45
0;4620;3;40;;;3;1;66;6;8;8;8;6;3;5;1;1;69
1;141;2;50;;52001;3;1;66;8;9;9;8;6;3;2;10;10;48
0;141;6;40;;;4;1;66;4;9;6;7;6;3;5;2;2;19
1;161;11;50;;63001;5;1;66;8;8;8;9;5;2;2;2;2;61
1;4620;5;40;;;3;1;66;8;8;8;7;6;3;2;2;1;32
0;161;5;50;900000;;3;1;66;9;9;9;9;6;2;6;10;10;52
2;121;11;60;900000;;5;1;66;4;10;5;7;4;3;2;1;1;50
2;141;5;50;;17001;3;1;66;9;9;9;9;4;2;6;1;2;36
2;113;11;40;1400000;;5;1;66;8;8;8;8;5;2;6;1;1;58
0;123;7;50;600000;;4;1;66;8;9;9;8;4;2;4;9;10;57
1;121;7;20;600000;;4;;66;8;8;8;8;4;3;2;9;1;49
0;7010;11;40;;;5;1;66;6;8;8;8;6;4;5;2;1;23
0;123;3;40;;;3;2;66;9;6;7;8;5;4;5;10;10;54
0;123;3;40;80000;;3;1;66;8;5;8;8;7;4;5;1;1;69
0;123;3;20;150000;;3;1;66;8;6;8;7;5;4;2;1;1;50
2;161;2;50;500000;76100;3;2;66;7;9;8;7;6;2;1;10;1;39
0;141;11;40;800000;;5;1;66;8;8;8;8;6;2;1;1;1;59
0;161;11;45;240000;;5;2;66;6;9;10;8;6;2;2;10;10;66
3;123;5;20;200000;;3;1;66;7;8;8;8;6;4;2;1;1;34
1;123;5;20;100000;;3;1;66;7;8;8;7;6;4;6;1;1;54
0;123;3;55;100000;;3;1;66;5;7;8;7;6;2;6;9;9;61
2;123;5;45;;;3;2;66;4;8;8;6;6;4;2;10;10;48
1;4921;5;15;;;3;2;66;10;10;10;5;4;3;6;1;1;47
2;6920;5;48;900000;5411;11;3;05;0;6;0;2;4;1;6;8;3;68
0;8423;1;70;;66001;7;3;05;8;9;8;7;4;1;4;4;4;35
0;4330;8;30;100000;5670;4;2;05;99;8;5;10;4;1;5;10;10;70
0;8544;11;48;;5234;5;2;05;5;10;6;7;4;1;5;10;1;39
2;4771;5;48;2000000;;11;5;05;7;6;8;7;4;1;2;9;4;39
0;8530;6;30;;17174;11;3;05;6;8;9;7;4;2;5;1;2;38
2;7010;5;45;;5282;11;5;05;8;8;8;7;4;1;2;2;8;54
1;4773;5;25;1500000;;11;6;05;10;9;7;8;2;1;6;2;2;66
0;8610;2;36;8000000;;13;6;05;7;7;10;7;4;1;6;8;5;55
0;7210;2;36;9000000;;13;6;05;5;6;8;5;4;1;4;8;8;41
0;8621;5;40;15000000;41001;13;6;05;9;9;9;9;5;1;5;4;8;43
1;6820;1;30;5900000;;13;6;05;8;8;7;8;2;1;6;5;8;36
2;9499;7;30;2000000;;4;2;05;9;9;9;9;4;1;6;10;1;51
1;4921;3;32;300000;;3;2;05;4;10;10;4;4;1;6;2;2;50
1;161;5;48;1000000;54001;3;2;05;6;7;7;8;6;1;2;10;10;42
0;4111;5;48;98;5282;3;3;05;4;10;4;9;4;2;2;10;10;34
0;4111;8;48;;;4;2;05;7;10;10;7;4;1;6;2;2;39
1;4111;2;55;500000;;3;1;05;9;10;9;10;6;3;2;1;1;46
0;9329;3;48;;;3;2;05;9;7;8;8;4;2;6;1;1;56
0;8130;2;16;240000;66383;3;1;05;8;6;6;10;6;3;4;1;1;74
2;3110;3;48;;;3;2;05;7;10;7;9;4;1;2;2;2;39
1;4322;3;48;;5809;3;2;05;5;10;10;5;4;1;6;10;10;25
2;3110;11;48;;5809;5;2;05;10;10;10;10;4;1;6;10;1;27
0;3110;2;30;1500000;5809;3;2;05;6;4;7;6;4;1;4;1;9;44
1;9329;3;12;;5091;3;2;05;6;10;10;8;4;3;2;2;2;40
2;5611;11;8;;70713;5;2;05;3;8;8;8;4;3;4;10;10;35
1;161;11;26;;;5;2;05;5;10;8;10;4;1;6;1;1;40
0;4111;2;48;800000;;3;1;05;8;8;8;8;4;3;5;10;10;51
1;9329;2;50;600000;47189;7;2;05;5;8;9;8;4;1;6;1;4;29
1;141;6;25;;;4;2;05;7;7;8;8;4;2;6;1;9;54
0;8010;11;48;;5615;5;3;05;8;8;9;9;4;3;1;10;10;29
1;4111;9;55;1800000;17042;4;3;05;8;5;6;8;4;3;2;2;1;45
1;4921;11;48;828000;76113;5;2;05;7;7;7;7;4;3;6;10;10;39
3;125;6;48;;;4;3;05;8;7;8;8;4;3;6;10;10;59
2;4620;11;48;;5756;5;3;05;9;8;9;10;4;3;6;4;6;43
0;4751;5;48;;;11;3;05;8;10;10;8;4;1;5;3;3;36
0;5630;3;45;1200000;;9;3;05;7;8;10;8;4;1;4;10;10;34
1;4111;11;48;1200000;5376;5;3;05;10;10;9;9;4;1;6;2;2;32
0;8413;5;48;;5615;11;4;05;6;10;10;7;4;1;6;10;10;49
1;1410;5;56;;;11;4;05;7;10;8;8;4;1;6;1;10;36
1;5619;11;25;350000;5679;5;2;05;5;6;7;6;6;4;5;2;2;39
1;8423;3;72;;73001;7;2;05;8;8;9;10;4;2;6;4;4;25
0;1410;5;7;300000;;3;2;05;10;10;10;9;4;1;4;2;1;72
1;113;4;60;300000;;3;2;05;6;6;8;8;6;2;6;10;10;54
2;1089;5;60;;5093;3;2;05;8;10;10;10;4;1;4;9;9;35
1;4921;11;40;;;5;3;05;8;9;8;5;4;2;6;8;10;68
0;8219;9;48;30000;5861;4;2;05;6;9;0;10;6;3;4;1;9;61
1;113;6;48;;;4;2;05;8;6;7;10;6;2;6;9;9;42
1;125;4;52;800000;;3;2;05;5;6;6;4;4;1;6;2;2;52
1;113;2;48;200000;;3;2;05;8;8;7;10;6;4;6;1;2;73
2;113;11;48;;;5;2;05;8;9;8;10;4;2;6;1;2;66
0;161;5;36;;;3;2;05;7;6;6;6;4;2;5;10;10;38
1;4111;11;48;;;5;2;05;7;2;3;4;6;1;2;10;10;37
1;4111;2;45;;;7;2;05;8;8;7;6;4;3;6;2;2;35
0;161;5;40;;;3;2;05;4;7;6;6;6;2;5;1;1;53
2;113;5;25;450000;;3;1;23;7;6;8;7;7;6;6;9;9;38
2;113;3;36;500000;;3;1;23;6;8;7;7;7;6;2;9;9;56
1;161;3;49;400000;;3;1;23;6;9;7;7;7;6;2;10;10;28
2;113;5;36;480000;;3;1;23;5;8;6;6;6;4;2;1;1;35
1;113;3;60;600000;;3;1;23;7;8;8;8;7;4;2;9;9;52
2;113;5;42;400000;;3;1;23;7;8;8;8;6;4;2;9;9;54
2;161;5;42;360000;;3;1;23;7;10;7;7;7;6;4;9;1;46
3;5229;1;80;;5101;3;2;27;6;5;6;6;7;4;2;9;9;54
2;8890;1;24;;27413;7;1;27;7;8;7;7;4;4;4;1;9;49
2;4111;2;30;800000;66001;7;1;27;5;8;8;6;6;4;2;2;2;35
3;4921;11;58;1000000;;5;1;27;8;8;7;8;4;4;6;1;2;39
1;9700;3;30;;;3;1;27;5;7;7;9;4;4;2;1;9;53
1;4111;5;35;800000;;3;1;27;5;7;8;6;6;4;2;9;2;51
1;122;3;50;98;;3;2;27;7;7;7;7;6;6;3;9;9;62
1;5611;5;20;;;11;1;27;5;8;7;7;6;4;5;4;4;27
1;4773;5;20;98;;3;2;27;7;7;7;7;6;4;3;9;9;77
